231,5/1/2017,121,--,N,0, ,643, ,12.3, ,81.3, ,42.5, ,59.3, ,92, ,45, ,72, ,50.1, ,6.3, ,150.0, ,64.4, 
231,5/2/2017,122,--,N,0, ,636, ,13.2, ,72.7, ,47.2, ,59.9, ,91, ,57, ,75, ,52.0, ,6.3, ,150.5, ,65.6,Y
231,5/3/2017,123,--,N,0, ,634, ,13.7, ,70.5, ,47.8, ,58.1, ,95, ,65, ,83, ,52.9, ,6.2, ,149.6, ,66.3,Y
231,5/4/2017,124,--,N,0, ,571, ,13.6, ,65.1, ,49.2, ,55.9, ,97, ,73, ,89, ,52.7, ,6.3, ,151.2, ,66.3,Y
231,5/5/2017,125,--,N,0, ,240, ,13.2, ,61.8, ,52.2, ,55.7, ,96, ,76, ,87, ,52.0, ,8.1,R,194.7,R,65.5, 
231,5/6/2017,126,--,N,0, ,515, ,9.9, ,60.8, ,51.4, ,54.5, ,83, ,51, ,68, ,44.4, ,15.0,R,359.4,R,63.7, 
231,5/7/2017,127,--,N,0, ,250, ,11.9, ,59.3, ,44.9, ,52.6, ,93, ,75, ,88, ,49.0, ,4.9, ,117.7, ,62.6, 
231,5/8/2017,128,--,N,0, ,590, ,11.8, ,61.0, ,42.2, ,52.7, ,97, ,73, ,87, ,48.9, ,7.4,Y,177.3,Y,61.3, 
231,5/9/2017,129,--,N,0, ,507, ,13.4, ,65.8, ,50.5, ,56.4, ,94, ,71, ,86, ,52.3, ,6.0, ,143.9, ,62.3, 
231,5/10/2017,130,--,N,0, ,461, ,14.4, ,65.6, ,55.8,Y,59.7, ,93, ,72, ,83, ,54.4, ,6.8,Y,163.0,Y,63.6, 
231,5/11/2017,131,--,N,0, ,535, ,14.0, ,67.9, ,53.5, ,60.2, ,90, ,66, ,79, ,53.6, ,7.8,R,186.6,R,64.7, 
231,5/12/2017,132,--,N,0, ,613, ,11.7, ,66.9, ,52.4, ,57.8, ,92, ,55, ,72, ,48.7, ,15.2,R,365.1,R,64.7, 
231,5/13/2017,133,--,N,0, ,683, ,9.8, ,63.2, ,51.0, ,56.0, ,84, ,45, ,64, ,44.0, ,14.6,R,350.7,R,63.4, 
231,5/14/2017,134,--,N,0, ,644, ,10.6, ,62.1, ,49.1, ,54.6, ,89, ,56, ,73, ,46.1, ,11.1,R,265.9,R,62.9, 
231,5/15/2017,135,--,N,0, ,460, ,10.9, ,61.8, ,49.3, ,55.3, ,88, ,57, ,73, ,46.7, ,10.2,R,245.1,R,62.8, 
231,5/16/2017,136,--,N,0, ,578, ,11.6, ,63.9, ,51.7, ,56.6, ,89, ,54, ,74, ,48.4, ,11.6,R,277.7,R,63.4, 
231,5/17/2017,137,--,N,0, ,633, ,11.8, ,62.9, ,44.7, ,55.9, ,91, ,62, ,78, ,49.0, ,12.4,R,297.5,R,64.1, 
231,5/18/2017,138,--,N,0, ,675, ,11.5, ,68.1, ,41.5, ,54.4, ,93, ,57, ,80, ,48.2, ,7.4,Y,178.1,Y,64.3, 
231,5/19/2017,139,--,N,0, ,685, ,12.1, ,75.5, ,43.8, ,59.3, ,91, ,42, ,70, ,49.5, ,6.2, ,149.1, ,65.6, 
231,5/20/2017,140,--,N,0, ,687, ,12.1, ,68.0, ,43.7, ,54.7, ,95, ,57, ,83, ,49.7, ,6.7, ,161.3, ,66.5, 
231,5/21/2017,141,--,N,0, ,676, ,12.6, ,64.4, ,44.4, ,54.3, ,97, ,70, ,88, ,50.8, ,6.8, ,163.3, ,67.0, 
231,5/22/2017,142,--,N,0, ,644, ,13.1, ,61.5, ,50.5, ,55.0, ,96, ,78, ,89, ,51.7, ,7.1,Y,171.4,Y,67.6, 
231,5/23/2017,143,--,N,0, ,534, ,13.3, ,64.5, ,51.6, ,56.0, ,95, ,71, ,87, ,52.2, ,6.7, ,159.8, ,67.8, 
231,5/24/2017,144,--,N,0, ,360, ,13.2, ,63.4, ,51.9, ,56.4, ,96, ,72, ,85, ,51.8, ,6.2, ,148.9, ,66.9, 
231,5/25/2017,145,--,N,0, ,409, ,13.4, ,69.4, ,56.6, ,60.9, ,85, ,57, ,74, ,52.4, ,6.3, ,150.1, ,66.6, 
231,5/26/2017,146,--,N,0, ,494, ,13.5, ,64.9, ,56.1, ,59.3, ,90, ,64, ,78, ,52.6, ,7.0, ,168.4, ,67.6, 
231,5/27/2017,147,--,N,0, ,661, ,13.0, ,65.8, ,47.7, ,58.6, ,92, ,62, ,77, ,51.6, ,7.5,Y,180.9,Y,67.9, 
231,5/28/2017,148,--,N,0, ,285, ,13.5, ,61.2, ,52.6, ,56.5, ,91, ,79, ,86, ,52.5, ,8.4,Y,202.4,Y,67.3, 
231,5/29/2017,149,--,N,0, ,278, ,13.3, ,61.0, ,53.0, ,55.8, ,93, ,77, ,87, ,52.1, ,9.2,R,220.8,R,66.2, 
231,5/30/2017,150,--,N,0, ,407, ,13.0, ,62.0, ,53.1, ,56.0, ,93, ,73, ,85, ,51.5, ,9.6,R,229.2,R,65.6, 
231,5/31/2017,151,--,N,0, ,618, ,13.4, ,71.2, ,52.1, ,59.2, ,96, ,51, ,78, ,52.3, ,10.5,R,252.0,R,66.1, 
